962413;Республика Мордовия, Саранск, Северо-Восточное шоссе, 17;54.208996;45.248913
982944;Республика Мордовия, Темников, улица Дорофеева, 20;54.634292;43.215047
2004365;Республика Мордовия, Саранск, Коммунистическая улица, 52;54.184029;45.179069
10012812;Республика Мордовия, Саранск, Советская улица, 35;54.181595;45.186364
10041386;Республика Мордовия, Чамзинский район, рабочий посёлок Комсомольский, Промышленная улица, 27;54.442261;45.853992
10248415;Республика Мордовия, Саранск, проспект 70-летия Октября, 86;54.193117;45.227453
10248419;Республика Мордовия, Саранск, проспект 70-летия Октября, 86;54.193117;45.227453
10477591;Республика Мордовия, Зубово-Полянский район, рабочий посёлок Явас, Первомайская улица, 8;54.417316;42.838329
10481977;Республика Мордовия, Зубово-Полянский район, посёлок Молочница;54.23639;42.879643
10873036;Республика Мордовия, Саранск, проспект 70-летия Октября, 86;54.193117;45.227453
10989739;Республика Мордовия, Саранск, проспект 70-летия Октября, 86;54.193117;45.227453
10989740;Республика Мордовия, Саранск, проспект 70-летия Октября, 86;54.193117;45.227453
11023427;Республика Мордовия, Саранск, проспект 70-летия Октября, 86;54.193117;45.227453
11023428;Республика Мордовия, Саранск, проспект 70-летия Октября, 86;54.193117;45.227453
11053497;Республика Мордовия, Лямбирский район, село Атемар, Центральная улица, 5А;54.192116;45.407475
11083634;Республика Мордовия, Саранск, проспект 70-летия Октября, 86;54.193117;45.227453
11089537;Республика Мордовия, Саранск, улица Гагарина, 99А;54.166132;45.149623
11122216;Республика Мордовия, Саранск, проспект 70-летия Октября, 86;54.193117;45.227453
11122217;Республика Мордовия, Саранск, проспект 70-летия Октября, 86;54.193117;45.227453
11122218;Республика Мордовия, Саранск, проспект 70-летия Октября, 86;54.193117;45.227453
60002337;Республика Мордовия, Саранск, улица Полежаева, 57;54.189972;45.18419
60002340;Республика Мордовия, Саранск, Волгоградская улица, 71;54.185631;45.216915
60005194;Республика Мордовия, Чамзинский район, посёлок городского типа Чамзинка, улица Победы, 1;54.404295;45.774652
60006166;Республика Мордовия, Саранск, улица Богдана Хмельницкого, 28;54.186358;45.183193
60006168;Республика Мордовия, Саранск, улица Коваленко, 53А;54.211555;45.11528
60006443;Республика Мордовия, Саранск, Центральная улица, 12;54.216104;45.199057
60007831;Республика Мордовия, Саранск, проспект Ленина, 58А;54.203488;45.188583
60007832;Республика Мордовия, Саранск, Большевистская улица, 13;54.18267;45.182465
60008226;Республика Мордовия, Саранск, улица Богдана Хмельницкого, 28;54.186358;45.183193
60008228;Республика Мордовия, Саранск, улица Васенко, 40В;54.194655;45.163663
60008229;Республика Мордовия, Саранск, улица Тани Бибиной, 18;54.195092;45.251186
60008237;Республика Мордовия, Теньгушевский район, посёлок Барашево, Вокзальная улица, 48Б;54.52982;42.875942
60012444;Республика Мордовия, Ельниковский район, село Ельники, площадь 1 Мая, 19;54.618827;43.863963
60015233;Республика Мордовия, Саранск, Лесная улица, 2А;54.191215;45.148078
60015234;Республика Мордовия, городской округ Саранск, рабочий посёлок Ялга, улица Мичурина, 32;54.127022;45.128602
60015235;Республика Мордовия, Большеигнатовский район, село Большое Игнатово, Советская улица, 45;55.012326;45.563656
60015236;Республика Мордовия, Ельниковский район, село Ельники, площадь 1 Мая, 14;54.620256;43.864196
60015237;Республика Мордовия, Зубово-Полянский район, посёлок городского типа Зубова Поляна, Советская улица, 28;54.07645;42.835266
60015238;Республика Мордовия, Ардатов, переулок Льва Толстого, 2/5;54.843087;46.246304
